288,2
953,1
1004,2
1488,4
3142,1
3143,2
3144,2
3146,0
3147,1
3148,0
3150,1
3151,3
3152,4
3154,0
3155,4
3156,0
3157,3
3158,1
3159,2
3162,3
3163,4
3164,2
3165,0
3166,1
3167,4
3168,2
3169,3
3170,0
3171,1
3172,2
3174,0
3175,0
3176,1
3177,0
3179,1
3180,2
3181,3
3182,4
3183,3
3184,2
3187,0
3188,3
3189,1
3190,1
3191,3
3192,1
3193,3
3195,3
3196,4
3198,3
3200,4
3201,2
3202,4
3203,2
3204,3
3205,4
3206,2
3207,0
3209,3
3210,1
3212,3
3214,2
3216,4
3217,4
3218,0
3219,4
3220,1
3221,1
3222,1
3226,4
3227,2
3228,1
3229,3
3230,4
3231,3
3232,2
3233,4
3234,3
3235,2
3236,0
3237,3
3238,4
3239,0
3240,3
3242,1
3243,3
3244,1
3245,4
3246,3
3247,1
3248,1
3249,3
3250,4
3251,3
3252,3
3253,0
3254,2
3255,4
3256,1
3257,1
3258,3
3259,3
3260,3
3261,1
3262,1
3263,1
3264,3
3265,0
3266,2
3267,1
3268,3
3269,4
3270,3
3271,1
3272,1
3273,0
3274,2
3275,4
3276,1
3277,1
3278,4
3279,2
3280,1
3283,1
3284,0
3285,1
3286,3
3287,2
3288,4
3289,1
3290,1
3291,2
3292,3
3293,0
3294,0
3295,0
3296,3
3297,0
3298,0
3299,0
3300,0
3301,0
3302,0
3304,4
3305,4
3306,1
3307,1
3308,0
3310,3
3312,3
3313,0
3314,4
3315,2
3316,2
3317,2
3318,4
3319,4
3320,0
3321,4
3322,2
3324,4
3325,1
3326,4
3327,4
3328,2
3329,0
3330,3
3331,4
3332,2
3334,4
3335,0
3336,2
3337,0
3338,1
3340,4
3341,1
3342,4
3343,3
3344,1
3345,1
3346,1
3347,2
3348,2
3349,3
3350,2
3352,1
3353,1
3356,0
3357,3
3358,0
3359,1
3360,0
3361,1
3362,4
3363,2
3364,1
3365,4
3366,0
3367,3
3368,1
3369,1
3370,1
3371,0
3372,1
3373,0
3374,0
3375,0
3376,4
3377,0
3378,0
3379,2
3380,3
3381,0
3382,1
3383,3
3384,4
3385,0
